Alpha 3 Code,Year,Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,Mean dC_loss (TgCO2),Mean NBE (TgCO2),Mean NCE (TgCO2),Mean FUR
MNE,2019,-0.537649,0.130339,0.340564,0.102169,3.39766,0.165785,0.08,-3.165965,-3.3630499999999994,0.034611250000000024,0.185
MNE,2020,-0.545368,0.117545,0.340564,0.102169,3.09787,0.165785,-0.79,-5.721749249999999,-5.92655025,-2.82868,0.185
MNE,mean,-0.545368,0.117545,0.340564,0.102169,3.09131,0.15968,-0.97,-3.966615,-4.17142,-1.08011,0.185
MNG,2015,-6.88767,2.61202,0.315695,0.0947086,21.7736,1.71998,-0.28,-114.690525,-121.262525,-99.48887500000001,0.35
MNG,2016,-6.59297,3.20143,0.315695,0.0947086,23.2385,1.8741,-0.29,-143.2285,-149.50582500000002,-126.2672,0.35
MNG,2017,-6.33342,3.72052,0.315695,0.0947086,23.6337,2.53507,-0.02,-64.863575,-70.881275,-47.247575000000005,0.35
MNG,2018,-6.52219,3.34298,0.315695,0.0947086,29.6022,2.53507,-0.32,-58.70784999999999,-64.91435,-35.31215,0.35
MNG,2019,-6.61808,3.15121,0.315695,0.0947086,32.7322,1.71998,0.28,-49.006975,-55.309349999999995,-22.577150000000003,0.35
MNG,2020,-6.59086,3.20563,0.315695,0.0947086,30.173,1.71998,0.12,27.9854825,21.7103225,51.883275,0.35
MNG,mean,-6.59086,3.20563,0.315695,0.0947086,26.8589,2.01736,-0.28,-65.68395000000001,-71.95915,-45.10025,0.35
MOZ,2015,-15.3525,4.52021,1.59605,0.478815,5.91772,0.638455,0.48,76.126975,62.3706825,68.28819999999999,0.5125000000000001
MOZ,2016,-14.6528,5.91959,1.59605,0.478815,6.09082,0.802883,0.57,127.55705,114.50017499999998,120.591075,0.5125000000000001
MOZ,2017,-15.7032,3.81885,1.59605,0.478815,6.35518,0.841768,-0.74,-190.37597499999998,-204.483,-198.12795,0.5125000000000001
MOZ,2018,-16.3647,2.49579,1.59605,0.478815,6.55035,0.841768,0.42,21.7454,6.976735000000001,13.527172500000002,0.5125000000000001
MOZ,2019,-17.4841,0.257022,1.59605,0.478815,6.72096,0.638455,-0.09,95.321625,79.433575,86.15462500000001,0.5125000000000001
MOZ,2020,-15.9114,3.40229,1.59605,0.478815,6.13666,0.638455,0.43,64.548045,50.23235,56.36918999999999,0.5125000000000001
MOZ,mean,-15.9114,3.40229,1.59605,0.478815,6.29528,0.73363,0.16,31.98495,17.6695575,23.9648575,0.5125000000000001
MRT,2015,-5.70213,9.45564,1.6095,0.482851,1.84874,0.326264,0.37,18.476405,14.383795,16.232535,0.2
MRT,2016,-5.2812,8.61378,1.6095,0.482851,1.90648,0.314043,0.72,29.18466,25.51296,27.419427499999998,0.2
MRT,2017,-5.72156,9.4945,1.6095,0.482851,1.98979,0.413292,1.33,17.2990425,13.187002499999998,15.17677425,0.2
MRT,2018,-4.70291,7.4572,1.6095,0.482851,2.0422,0.413292,0.71,12.4963875,9.40298,11.445182500000001,0.2
MRT,2019,-4.9479,7.94718,1.6095,0.482851,2.08608,0.326264,0.65,15.66098,12.32258,14.408674999999999,0.2
MRT,2020,-5.27114,8.59366,1.6095,0.482851,1.73333,0.326264,0.31,22.409475,18.74782,20.4811775,0.2
MRT,mean,-5.27114,8.59366,1.6095,0.482851,1.93444,0.353236,0.95,19.896893,16.2352825,18.169692,0.2
MUS,2015,-0.10351,0.0882946,0.139541,0.0418623,4.31544,0.425513,0.48,-1.736785,-1.700755,2.6146875,0.13749999999999998
MUS,2016,-0.0923759,0.066027,0.139541,0.0418623,4.43731,0.439215,0.39,-2.050165,-2.0030025,2.4343125,0.13749999999999998
MUS,2017,-0.072972,0.0272194,0.139541,0.0418623,4.64926,0.458473,0.74,-1.9912025,-1.9246325,2.724625,0.13749999999999998
MUS,2018,-0.143578,0.168432,0.139541,0.0418623,4.8045,0.458473,0.49,-1.6801495,-1.6841887500000001,3.12031,0.13749999999999998
MUS,2019,-0.0945664,0.0704082,0.139541,0.0418623,4.94169,0.425513,0.53,-1.9412174999999998,-1.8962425,3.0454525,0.13749999999999998
MUS,2020,-0.1014,0.0840762,0.139541,0.0418623,4.55437,0.425513,0.4,-1.8272675,-1.7891275,2.7652475,0.13749999999999998
MUS,mean,-0.1014,0.0840762,0.139541,0.0418623,4.6171,0.438783,0.41,-1.8897624999999998,-1.8516225,2.765475,0.13749999999999998
MWI,2015,-1.48225,0.820676,-0.207092,-0.0621277,2.05202,0.113322,0.33,13.692129999999999,12.002785000000001,14.054815,0.2975
MWI,2016,-1.25296,0.362101,-0.207092,-0.0621277,2.11223,0.132209,0.46,39.978375,38.518325000000004,40.63055,0.2975
MWI,2017,-1.82596,1.50809,-0.207092,-0.0621277,2.20427,0.146282,-0.34,-4.374437499999999,-6.407475000000002,-4.20321,0.2975
MWI,2018,-1.52691,0.909998,-0.207092,-0.0621277,2.27424,0.146282,0.39,15.5388845,13.804875,16.07909275,0.2975
MWI,2019,-2.09722,2.05061,-0.207092,-0.0621277,2.33573,0.113322,-0.55,17.365585,15.061267500000001,17.3970125,0.2975
MWI,2020,-1.63706,1.1303,-0.207092,-0.0621277,2.16574,0.113322,0.15,13.559715,11.7155625,13.881310000000001,0.2975
MWI,mean,-1.63706,1.1303,-0.207092,-0.0621277,2.19071,0.127456,0.29,16.505945,14.66175725,16.8524575,0.2975
MYS,2015,-37.7617,5.78055,-41.2801,-12.384,313.984,23.6102,0.09,185.8695,106.827675,420.81175,0.385
MYS,2016,-39.8344,1.63513,-41.2801,-12.384,306.033,24.8675,0.87,164.6015,83.48692500000001,389.52,0.385
MYS,2017,-45.141,8.9781,-41.2801,-12.384,300.546,25.0653,0.97,111.85990000000001,25.438550000000003,325.985,0.385
MYS,2018,-43.0508,4.79767,-41.2801,-12.384,303.427,25.0653,0.93,82.2706,-2.0603274999999996,301.36675,0.385
MYS,2019,-36.7805,7.743,-41.2801,-12.384,306.795,23.6102,0.04,129.3835,51.322900000000004,358.1175,0.385
MYS,2020,-40.5137,5.78689,-41.2801,-12.384,284.024,23.6102,0.44,136.25795,54.464075,338.488,0.385
MYS,mean,-40.5137,5.78689,-41.2801,-12.384,302.468,24.3048,0.49,148.64669999999998,66.85302499999999,369.32125,0.385
NAM,2015,-0.896735,0.921675,0.856457,0.256937,3.73867,0.232259,0.56,8.684790000000001,8.644505,12.3831825,0.415
NAM,2016,-1.02493,0.665278,0.856457,0.256937,3.84784,0.245791,-0.59,-33.9674325,-34.1359,-30.288092499999998,0.415
NAM,2017,-0.890331,0.934483,0.856457,0.256937,4.01164,0.244239,-1.94,-94.879725,-94.913625,-90.901825,0.415
NAM,2018,-0.877495,0.960154,0.856457,0.256937,4.13122,0.244239,0.02,-13.239885000000001,-13.260905000000001,-9.129695,0.415
NAM,2019,-0.935192,0.844761,0.856457,0.256937,4.23528,0.232259,0.38,19.13968,19.0609625,23.296222500000002,0.415
NAM,2020,-0.924937,0.86527,0.856457,0.256937,3.83177,0.232259,-0.24,-59.352900000000005,-59.42139999999999,-55.5896,0.415
NAM,mean,-0.924937,0.86527,0.856457,0.256937,3.96607,0.238508,-0.79,-31.02398,-31.09245,-27.12638225,0.415
NER,2015,-6.25602,2.75097,1.42826,0.428479,2.48748,0.205905,0.39,18.601625,13.7738625,16.261332499999998,0.2225
NER,2016,-6.87855,1.50591,1.42826,0.428479,2.57032,0.208498,0.72,49.239374999999995,43.7890675,46.359425,0.2225
NER,2017,-6.80006,1.66289,1.42826,0.428479,2.67919,0.202572,1.01,33.32974,27.9579425,30.6371375,0.2225
NER,2018,-6.81076,1.6415,1.42826,0.428479,2.75426,0.202572,0.57,20.252575,14.870124999999998,17.624375,0.2225
NER,2019,-7.2898,0.683413,1.42826,0.428479,2.81754,0.205905,1.07,27.9657325,22.104197499999998,24.921735,0.2225
NER,2020,-6.80704,1.64894,1.42826,0.428479,2.39942,0.205905,0.77,43.29735,37.918549999999996,40.31795,0.2225
NER,mean,-6.80704,1.64894,1.42826,0.428479,2.61804,0.205226,0.98,26.1923525,20.813560000000003,23.431592499999997,0.2225
NGA,2015,-18.7509,18.6405,16.3662,4.90985,54.9758,5.34802,1.16,186.85545,184.470775,239.44672500000001,0.3375
NGA,2016,-20.2451,15.6521,16.3662,4.90985,56.565,5.49519,0.17,294.04525,290.16625,346.73125,0.3375
NGA,2017,-20.0069,16.1285,16.3662,4.90985,59.0994,6.07527,2.71,261.04785,257.40715,316.5065,0.3375
NGA,2018,-19.948,16.2463,16.3662,4.90985,61.0178,6.07527,1.04,130.116525,126.535075,187.55254,0.3375
NGA,2019,-20.8701,14.4022,16.3662,4.90985,62.7078,5.34802,0.74,140.60569999999998,136.10174999999998,198.80949999999999,0.3375
NGA,2020,-19.9642,16.2139,16.3662,4.90985,58.2671,5.34802,1.66,240.83185,237.23385000000002,295.501,0.3375
NGA,mean,-19.9642,16.2139,16.3662,4.90985,58.7722,5.61496,1.55,246.84,243.24200000000002,302.01425,0.3375
NIC,2015,-8.28009,14.5065,-0.217746,-0.0653237,5.99547,0.388278,1.62,38.4140275,29.9161725,35.9116325,0.2575
NIC,2016,-8.23419,14.5983,-0.217746,-0.0653237,5.96524,0.40293,0.44,54.198224999999994,45.7463,51.71152500000001,0.2575
NIC,2017,-8.38036,14.306,-0.217746,-0.0653237,5.95357,0.403201,0.83,25.3298,16.7317125,22.685299999999998,0.2575
NIC,2018,-8.37309,14.3205,-0.217746,-0.0653237,6.08053,0.403201,0.57,41.066425,32.475555,38.556075,0.2575
NIC,2019,-8.32901,14.4087,-0.217746,-0.0653237,6.23628,0.388278,0.53,54.010925,45.4641525,51.7004475,0.2575
NIC,2020,-8.31935,14.428,-0.217746,-0.0653237,5.69633,0.388278,0.15,66.060375,57.5233,63.2196,0.2575
NIC,mean,-8.31935,14.428,-0.217746,-0.0653237,5.9879,0.395694,0.72,52.325475,43.788380000000004,49.776305,0.2575
NIU,2015,-3.80283e-06,7.60566e-06,0.0,0.0,0.0136995,0.0,-0.61,-1.1588155,-1.15882,-1.14512,0.33749999999999997
NIU,2016,-4.79636e-06,9.59272e-06,0.0,0.0,0.0141498,0.0,-0.03,-1.11888725,-1.11889325,-1.104744,0.33749999999999997
NIU,2017,-4.84204e-06,9.68408e-06,0.0,0.0,0.0147763,0.0,0.38,-1.1999875,-1.1999925,-1.1852175,0.33749999999999997
NIU,2018,-1.80434e-06,3.60869e-06,0.0,0.0,0.0159719,0.0,0.4,-1.23178125,-1.2317814999999999,-1.21581125,0.33749999999999997
NIU,2019,-3.57443e-06,7.14886e-06,0.0,0.0,0.0165559,0.0,-0.0,-1.0412275,-1.04123,-1.02467375,0.33749999999999997
NIU,2020,-3.764e-06,7.528e-06,0.0,0.0,0.0104706,0.0,-0.2,-1.06309375,-1.06309475,-1.0526255,0.33749999999999997
NIU,mean,-3.764e-06,7.528e-06,0.0,0.0,0.0142707,0.0,-0.11,-1.1479499999999998,-1.147955,-1.133685,0.33749999999999997
NLD,2015,-2.14305,3.11365,26.9739,8.09217,186.798,3.35375,-0.44,-30.253324999999997,-5.4224875,181.376,0.34750000000000003
NLD,2016,-1.99838,2.8243,26.9739,8.09217,187.774,3.36167,-0.34,-35.524950000000004,-10.549442500000001,177.22500000000002,0.34750000000000003
NLD,2017,-1.94027,2.70809,26.9739,8.09217,185.017,3.31885,-0.11,-34.09525,-9.061652500000001,175.95600000000002,0.34750000000000003
NLD,2018,-2.03751,2.90257,26.9739,8.09217,181.993,3.31885,-1.78,-30.664725000000004,-5.728330925,176.26475,0.34750000000000003
NLD,2019,-1.48253,1.79261,26.9739,8.09217,177.944,3.35375,0.41,-37.6657,-12.174335,165.76975,0.34750000000000003
NLD,2020,-1.92035,2.66824,26.9739,8.09217,165.591,3.35375,1.24,-37.3889,-12.335395000000002,153.255,0.34750000000000003
NLD,mean,-1.92035,2.66824,26.9739,8.09217,180.853,3.34344,0.07,-33.979475,-8.925952500000001,171.92675,0.34750000000000003
NOR,2015,-20.9048,3.22471,4.3634,1.30902,50.2491,0.9394,0.62,-38.468275,-55.00964999999999,-4.7605,0.235
NOR,2016,-20.0436,4.94701,4.3634,1.30902,44.297,0.813927,-0.51,-21.932427500000003,-37.61265,6.684347499999999,0.235
NOR,2017,-20.5046,4.02503,4.3634,1.30902,51.1617,0.946293,-0.86,-11.952522,-28.093724999999996,23.0679725,0.235
NOR,2018,-20.3172,4.39986,4.3634,1.30902,51.3664,0.946293,-0.12,-39.110975,-55.06475,-3.698302225,0.235
NOR,2019,-18.6933,7.6477,4.3634,1.30902,49.7301,0.9394,-0.61,-33.831174999999995,-48.161,1.5690449999999996,0.235
NOR,2020,-20.0927,4.84886,4.3634,1.30902,44.3618,0.9394,0.2,-45.247375,-60.97665,-16.614905,0.235
NOR,mean,-20.0927,4.84886,4.3634,1.30902,48.5277,0.920786,-0.09,-31.360975,-47.090250000000005,1.43743,0.235
NPL,2015,-15.6379,12.7074,2.89512,0.868535,7.46076,0.68919,0.12,-12.0513875,-24.794199999999996,-17.333425000000002,0.3075
NPL,2016,-15.1916,13.6002,2.89512,0.868535,7.90977,0.990271,-0.12,11.29758,-0.9988437499999999,6.9109324999999995,0.3075
NPL,2017,-16.3215,11.3403,2.89512,0.868535,8.10301,1.1347,-0.42,-5.095535,-18.5219375,-10.41890925,0.3075
NPL,2018,-14.8999,14.1836,2.89512,0.868535,9.70184,1.1347,-0.04,0.8466299999999993,-11.1580975,-1.4562675000000005,0.3075
NPL,2019,-15.1857,13.612,2.89512,0.868535,10.4982,0.68919,-0.07,7.635735,-4.6548125,5.843415,0.3075
NPL,2020,-15.4473,13.0887,2.89512,0.868535,9.7311,0.68919,-0.31,5.375241749999999,-7.1769375,2.55417,0.3075
NPL,mean,-15.4473,13.0887,2.89512,0.868535,8.90079,0.887874,-0.37,0.42629724999999974,-12.125885,-3.2251024999999998,0.3075
NRU,2015,-2.01097e-06,4.02195e-06,0.0,0.0,0.0252363,0.005555,0.05,0.09437327499999999,0.09437124999999999,0.119607875,0.095
NRU,2016,-2.53636e-06,5.07273e-06,0.0,0.0,0.0269481,0.004444,0.07,0.156675525,0.15667315,0.18362115,0.095
NRU,2017,-2.56052e-06,5.12104e-06,0.0,0.0,0.0274924,0.00481433,0.8,0.24761117500000002,0.24760855,0.27510115,0.095
NRU,2018,-9.54156e-07,1.90831e-06,0.0,0.0,0.0337163,0.00481433,-0.95,0.15924140000000003,0.15924065,0.192956725,0.095
NRU,2019,-1.89019e-06,3.78039e-06,0.0,0.0,0.0369655,0.005555,-0.12,0.08900224999999999,0.089000275,0.1259656375,0.095
NRU,2020,-1.99044e-06,3.98088e-06,0.0,0.0,0.0331164,0.005555,0.89,0.09376600000000002,0.09376400000000001,0.12688012499999998,0.095
NRU,mean,-1.99044e-06,3.98088e-06,0.0,0.0,0.0305791,0.00512294,0.62,0.179413575,0.179411575,0.209990625,0.095
NZL,2015,-18.6704,3.46585,4.96926,1.49078,36.8803,0.69542,0.85,64.7436925,51.042575,87.92275000000001,0.44499999999999995
NZL,2016,-16.0882,1.69855,4.96926,1.49078,36.1363,0.6743,0.94,84.1736625,73.0547,109.1911,0.44499999999999995
NZL,2017,-17.8521,1.82927,4.96926,1.49078,36.2904,0.679433,2.15,33.330225,20.447375,56.73779999999999,0.44499999999999995
NZL,2018,-16.67,0.534843,4.96926,1.49078,35.7585,0.679433,0.7,52.4203,40.7197,76.4780725,0.44499999999999995
NZL,2019,-19.3796,4.88425,4.96926,1.49078,37.2499,0.69542,0.62,62.577575,48.167325000000005,85.417325,0.44499999999999995
NZL,2020,-17.7321,2.48255,4.96926,1.49078,33.8436,0.69542,0.84,68.323825,55.560975,89.404425,0.44499999999999995
NZL,mean,-17.7321,2.48255,4.96926,1.49078,36.0265,0.686571,1.21,64.47275,51.710125000000005,87.7365,0.44499999999999995
OMN,2015,-0.083404,0.0732169,2.19492,0.658475,46.2909,3.73479,-0.54,1.6254324999999998,3.7369475,50.027825,0.042499999999999996
OMN,2016,-0.107087,0.120584,2.19492,0.658475,48.052,3.65027,-0.4,0.9853762500000001,3.0732075,51.125225,0.042499999999999996
OMN,2017,-0.16707,0.240549,2.19492,0.658475,49.3066,3.97725,-0.13,2.9315425,4.9593925,54.266,0.042499999999999996
OMN,2018,-0.12601,0.158429,2.19492,0.658475,50.4655,3.97725,-0.48,0.62219,2.6910950000000002,53.156625,0.042499999999999996
OMN,2019,-0.176533,0.259474,2.19492,0.658475,52.8974,3.73479,0.02,2.2521225,4.2705075,57.167849999999994,0.042499999999999996
OMN,2020,-0.132021,0.170451,2.19492,0.658475,48.5755,3.73479,0.26,1.8270212500000003,3.8899175,52.465475,0.042499999999999996
OMN,mean,-0.132021,0.170451,2.19492,0.658475,49.2647,3.80152,-0.25,0.9019339999999998,2.96483,52.229475,0.042499999999999996
PAK,2015,-6.41538,8.44011,-2.10733,-0.632199,191.398,17.2649,0.16,32.1087,23.58595,214.98375,0.19
PAK,2016,-4.29381,4.19697,-2.10733,-0.632199,226.475,20.5979,0.75,50.71434,44.313204999999996,270.78775,0.19
PAK,2017,-3.89413,3.3976,-2.10733,-0.632199,256.225,23.6228,0.63,62.663574999999994,56.662150000000004,312.88675,0.19
PAK,2018,-3.41588,2.4411,-2.10733,-0.632199,274.254,23.6228,0.78,56.3591,50.8358,325.09,0.19
PAK,2019,-3.59908,2.80752,-2.10733,-0.632199,274.609,17.2649,1.17,50.336850749999996,44.6305475,319.23975,0.19
PAK,2020,-4.32365,4.25666,-2.10733,-0.632199,254.978,17.2649,0.65,56.5167,50.085705000000004,305.064,0.19
PAK,mean,-4.32365,4.25666,-2.10733,-0.632199,246.323,19.9397,0.62,46.942725,40.511739999999996,286.835,0.19
PAN,2015,-7.43827,7.1921,1.31895,0.395685,8.89842,1.0973,-0.58,-6.106422500000001,-12.225735,-3.3273195,0.0825
PAN,2016,-7.28374,7.50116,1.31895,0.395685,8.8695,1.05508,-0.09,-3.286614750000001,-9.2514075,-0.38192249999999994,0.0825
PAN,2017,-8.61156,4.84553,1.31895,0.395685,8.88366,1.19507,0.35,-8.557413,-15.8500175,-6.9663325,0.0825
PAN,2018,-7.69928,6.67007,1.31895,0.395685,9.06242,1.19507,-0.01,-7.43450175,-13.814824999999999,-4.752409999999999,0.0825
PAN,2019,-7.59761,6.87343,1.31895,0.395685,9.27876,1.0973,0.19,-0.252065,-6.53072975,2.7480400000000005,0.0825
PAN,2020,-7.72609,6.61646,1.31895,0.395685,8.20365,1.0973,0.09,-0.7193700000000005,-7.1265,1.0771349999999997,0.0825
PAN,mean,-7.72609,6.61646,1.31895,0.395685,8.86607,1.12285,0.1,-3.1013985,-9.5085525,-0.6424775,0.0825
PER,2015,-76.9119,11.6724,9.09437,2.72831,51.5688,4.89729,-2.4,-686.051425,-753.870075,-702.300875,0.5525
PER,2016,-68.0223,6.10692,9.09437,2.72831,56.0352,5.26873,-1.75,-530.2482500000001,-589.1764000000001,-533.141,0.5525
PER,2017,-68.8315,4.48847,9.09437,2.72831,55.6894,5.27873,-0.65,-491.53125,-551.26825,-495.57925,0.5525
PER,2018,-72.6278,3.10399,9.09437,2.72831,57.5714,5.27873,-1.24,-520.50045,-584.03355,-526.46245,0.5525
PER,2019,-71.4665,0.781471,9.09437,2.72831,58.2183,4.89729,-1.09,-507.41700000000003,-569.789225,-511.57075,0.5525
PER,2020,-71.572,5.23064,9.09437,2.72831,53.6479,4.89729,-1.56,-585.966275,-648.44445,-594.796225,0.5525
PER,mean,-71.572,5.23064,9.09437,2.72831,55.4552,5.08634,-1.65,-561.5411750000001,-624.018575,-568.5648,0.5525
PHL,2015,-41.82,30.3831,2.97571,0.892714,120.847,11.3803,-0.04,42.982275,4.138069999999997,124.98519999999999,0.16
PHL,2016,-42.6824,28.6583,2.97571,0.892714,132.052,12.3962,0.05,68.323375,28.6167,160.669,0.16
PHL,2017,-48.5611,16.9009,2.97571,0.892714,144.169,13.6709,-0.02,10.190525,-35.394875,108.77390000000001,0.16
PHL,2018,-45.7592,22.5046,2.97571,0.892714,147.955,13.6709,-0.16,-48.069695,-90.853125,57.102000000000004,0.16
PHL,2019,-42.3565,29.31,2.97571,0.892714,154.593,11.3803,0.22,11.7303925,-27.650425,126.94305,0.16
PHL,2020,-44.2359,25.5514,2.97571,0.892714,142.153,11.3803,0.66,43.77952,2.519375000000002,144.67225,0.16
PHL,mean,-44.2359,25.5514,2.97571,0.892714,140.295,12.3132,0.14,34.969925,-6.290215,134.00475,0.16
PLW,2015,-9.98757e-06,1.99751e-05,0.0,0.0,0.147793,0.0225903,0.09,0.1037776,0.103767605,0.251561,0.175
PLW,2016,-1.25969e-05,2.51939e-05,0.0,0.0,0.155662,0.0225903,-0.57,0.116075975,0.11606317499999999,0.27172525,0.175
PLW,2017,-1.27169e-05,2.54338e-05,0.0,0.0,0.160336,0.023331,-0.16,-0.012461004999999999,-0.012473719999999999,0.147862,0.175
PLW,2018,-4.73885e-06,9.4777e-06,0.0,0.0,0.188088,0.023331,0.21,-0.05498335,-0.05498820000000001,0.133099525,0.175
PLW,2019,-9.38772e-06,1.87754e-05,0.0,0.0,0.202416,0.0225903,-0.18,0.076085875,0.07607618000000001,0.27849275,0.175
PLW,2020,-9.8856e-06,1.97712e-05,0.0,0.0,0.164056,0.0225903,0.12,0.12246125000000002,0.12245125,0.28650749999999997,0.175
PLW,mean,-9.8856e-06,1.97712e-05,0.0,0.0,0.169725,0.0228372,-0.03,0.091858775,0.091848875,0.26157375,0.175
PNG,2015,-62.8377,53.4822,0.0,0.0,6.59802,0.651416,1.06,240.02025,177.182625,183.78065,0.4225
PNG,2016,-63.675,51.8077,0.0,0.0,6.96905,0.683265,0.53,115.75,52.075075,59.0441,0.4225
PNG,2017,-63.7299,51.698,0.0,0.0,7.1603,0.669933,-1.31,0.44101750000000073,-63.2889175,-56.1287,0.4225
PNG,2018,-62.2063,54.7452,0.0,0.0,8.46737,0.669933,0.34,70.766975,8.560650000000003,17.028,0.4225
PNG,2019,-64.5261,50.1056,0.0,0.0,9.14319,0.651416,0.54,124.747575,60.221519,69.364665,0.4225
PNG,2020,-63.395,52.3677,0.0,0.0,7.52227,0.651416,0.35,82.60365,19.208687500000003,26.7309325,0.4225
PNG,mean,-63.395,52.3677,0.0,0.0,7.64337,0.662897,0.17,102.733125,39.3382,46.9815475,0.4225
POL,2015,-5.30794,1.70118,-1.27384,-0.382152,290.952,20.9996,-0.39,-128.21,-134.79175,156.16,0.415
POL,2016,-5.04277,1.17085,-1.27384,-0.382152,306.348,22.0089,-0.99,-152.433675,-158.75035,147.59775,0.415
POL,2017,-5.73309,2.55148,-1.27384,-0.382152,316.674,22.9182,-1.35,-147.89589999999998,-154.902875,161.77100000000002,0.415
POL,2018,-5.69836,2.48202,-1.27384,-0.382152,320.137,22.9182,-1.6,-154.41039999999998,-161.3827,158.7545,0.415
POL,2019,-4.86913,0.823574,-1.27384,-0.382152,304.872,20.9996,-1.8,-240.41925000000003,-246.56225,58.309524999999994,0.415
POL,2020,-5.33026,1.74582,-1.27384,-0.382152,286.91,20.9996,-0.99,-144.4398,-151.043825,135.86565,0.415
POL,mean,-5.33026,1.74582,-1.27384,-0.382152,304.315,21.8073,-0.77,-176.893,-183.49699999999999,120.8181,0.415
PRK,2015,-6.09444,2.04351,1.90896,0.572687,22.9237,2.16755,-0.07,-40.593425,-44.778925,-21.855275,0.17500000000000002
PRK,2016,-8.11896,2.00553,1.90896,0.572687,23.453,2.42518,-0.13,-56.68065,-62.89065,-39.437599999999996,0.17500000000000002
PRK,2017,-6.87354,0.485309,1.90896,0.572687,23.726,1.91505,0.03,-51.747375,-56.71195,-32.98595,0.17500000000000002
PRK,2018,-8.20425,2.17611,1.90896,0.572687,25.966,1.91505,0.09,-41.182075,-47.477375,-21.51141,0.17500000000000002
PRK,2019,-7.6242,1.01601,1.90896,0.572687,27.168,2.16755,0.41,-42.507774999999995,-48.22305000000001,-21.055049999999998,0.17500000000000002
PRK,2020,-7.38308,1.54529,1.90896,0.572687,25.1437,2.16755,-1.15,-34.917877499999996,-40.391999999999996,-15.248255,0.17500000000000002
PRK,mean,-7.38308,1.54529,1.90896,0.572687,24.7301,2.12632,-0.19,-45.41805,-50.892175,-26.162100000000002,0.17500000000000002
PRT,2015,-3.26308,2.18793,9.09335,2.72801,56.1543,0.98648,-1.42,-28.771725,-22.941425,33.212900000000005,0.255
PRT,2016,-3.79458,3.25093,9.09335,2.72801,54.8673,0.952527,-1.55,-35.337125,-30.038325,24.828975,0.255
PRT,2017,-2.44589,0.553544,9.09335,2.72801,59.1011,1.03488,-2.0,-31.77925,-25.131774999999998,33.969325,0.255
PRT,2018,-4.02985,3.72146,9.09335,2.72801,54.1397,1.03488,-1.43,-24.020015,-18.956515,35.183175,0.255
PRT,2019,-2.91645,1.49467,9.09335,2.72801,51.5701,0.98648,-2.34,-32.21405,-26.03715,25.532975,0.255
PRT,2020,-3.28997,2.24171,9.09335,2.72801,45.781,0.98648,-1.62,-33.107875,-27.304475,18.476475,0.255
PRT,mean,-3.28997,2.24171,9.09335,2.72801,53.6023,0.996954,-2.05,-31.661299999999997,-25.8579,27.744349999999997,0.255
PRY,2015,-8.6735,9.80291,-19.5618,-5.86853,16.3055,0.621049,-1.8,-93.122425,-121.35755,-105.05232500000001,0.4425
PRY,2016,-9.25418,10.9643,-19.5618,-5.86853,16.1829,0.736593,-1.87,-203.910225,-232.72619999999998,-216.54325,0.4425
PRY,2017,-7.81872,8.09335,-19.5618,-5.86853,16.1284,0.827325,-1.25,-125.4841,-152.8646,-136.736175,0.4425
PRY,2018,-7.47965,7.41521,-19.5618,-5.86853,16.3827,0.827325,-1.8,-244.9915,-272.033,-255.6505,0.4425
PRY,2019,-7.49792,7.45175,-19.5618,-5.86853,16.7406,0.621049,-3.5,-105.844375,-132.9039645,-116.16342499999999,0.4425
PRY,2020,-8.14479,8.7455,-19.5618,-5.86853,15.4758,0.621049,0.12,-10.225650000000002,-37.932175,-22.4563,0.4425
PRY,mean,-8.14479,8.7455,-19.5618,-5.86853,16.2026,0.709065,-2.34,-114.157475,-141.86425000000003,-125.661425,0.4425
QAT,2015,-0.00165822,0.00331645,0.0,0.0,91.7091,4.97888,0.45,0.1712685,0.16961025,91.87865,0.02
QAT,2016,-0.00231249,0.00462497,0.0,0.0,89.1344,4.81017,-0.15,-0.009368675,-0.0116811675,89.12270000000001,0.02
QAT,2017,-0.00396848,0.00793696,0.0,0.0,91.6281,4.96975,1.26,0.08266804999999999,0.07869945,91.70675,0.02
QAT,2018,-0.00283365,0.00566729,0.0,0.0,94.8543,4.96975,1.38,0.09526074999999999,0.09242739999999999,94.94675000000001,0.02
QAT,2019,-0.0042292,0.00845839,0.0,0.0,94.9361,4.97888,0.34,0.0317422,0.027513,94.96362500000001,0.02
QAT,2020,-0.00300041,0.00600081,0.0,0.0,88.6487,4.97888,-0.24,0.0075557025,0.0045552968,88.653225,0.02
QAT,mean,-0.00300041,0.00600081,0.0,0.0,91.8184,4.94772,0.26,0.051946874999999997,0.048946474999999996,91.867375,0.02
ROU,2015,-4.92055,0.164791,-13.9221,-4.17664,90.2379,5.23483,-0.8,-74.58525,-93.4281,-3.190125,0.4325
ROU,2016,-5.08729,0.168681,-13.9221,-4.17664,88.6722,5.05928,-0.2,-91.582525,-110.59200000000001,-21.91975,0.4325
ROU,2017,-4.64925,0.707386,-13.9221,-4.17664,88.1984,5.39573,-0.77,-96.65665,-115.22825,-27.02975,0.4325
ROU,2018,-5.07598,0.146069,-13.9221,-4.17664,87.6056,5.39573,0.54,-89.846825,-108.844925,-21.2393,0.4325
