Alpha 3 Code,Year,Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,Mean dC_loss (TgCO2),Mean NBE (TgCO2),Mean NCE (TgCO2),Mean FUR
Region_SAARC,2016,-218.151,164.668,-11.284,-3.3852,2791.46,175.458,0.28,110.01002499999998,-119.42499999999998,2672.04,0.40499999999999997
Region_SAARC,2017,-228.614,143.743,-11.284,-3.3852,2931.55,186.029,-0.55,-103.1046,-343.00225,2588.5425,0.40499999999999997
Region_SAARC,2018,-214.453,172.064,-11.284,-3.3852,3123.12,186.029,-1.18,-214.07,-439.807375,2683.3175,0.40499999999999997
Region_SAARC,2019,-227.459,146.053,-11.284,-3.3852,3183.32,167.8,-0.35,-120.52785,-359.27074999999996,2824.0499999999997,0.40499999999999997
Region_SAARC,2020,-223.58,153.812,-11.284,-3.3852,2934.18,167.8,-1.2,-347.27299999999997,-582.1365000000001,2352.04,0.40499999999999997
Region_SAARC,mean,-223.58,153.812,-11.284,-3.3852,2939.81,175.152,-0.68,-137.05525,-371.91925,2567.89,0.40499999999999997
Region_Middle_East,2015,-38.8471,8.17929,161.92,48.5759,2747.05,135.879,0.71,222.41615000000002,345.4885,3092.5425,0.30000000000000004
Region_Middle_East,2016,-34.2824,0.950112,161.92,48.5759,2721.61,134.803,0.75,98.22482500000001,225.86169999999998,2947.465,0.30000000000000004
Region_Middle_East,2017,-34.8637,0.212459,161.92,48.5759,2816.03,140.937,0.85,91.346525,218.4021075,3034.4275,0.30000000000000004
Region_Middle_East,2018,-31.9923,5.53026,161.92,48.5759,2854.93,140.937,1.16,69.23249999999999,199.159825,3054.085,0.30000000000000004
Region_Middle_East,2019,-37.197,4.8791,161.92,48.5759,2903.06,135.879,0.2,-95.1333,29.589299999999998,2932.6525,0.30000000000000004
Region_Middle_East,2020,-35.4365,3.95024,161.92,48.5759,2693.8,135.879,0.54,20.857800000000005,147.340775,2841.1375,0.30000000000000004
Region_Middle_East,mean,-35.4365,3.95024,161.92,48.5759,2789.41,137.386,0.84,57.4449,183.928075,2973.3399999999997,0.30000000000000004
Region_North_America,2015,-371.605,229.788,-190.214,-57.0641,6461.72,161.767,-0.86,-1646.0945000000002,-2207.9125,4253.8125,0.8125
Region_North_America,2016,-383.962,205.075,-190.214,-57.0641,6376.53,159.344,0.03,-2325.1875,-2899.3599999999997,3477.1699999999996,0.8125
Region_North_America,2017,-388.6,195.798,-190.214,-57.0641,6321.41,156.787,0.21,-2496.895,-3075.7075,3245.705,0.8125
Region_North_America,2018,-375.73,221.538,-190.214,-57.0641,6487.37,156.787,0.22,-2192.4624999999996,-2758.4049999999997,3728.965,0.8125
Region_North_America,2019,-408.544,155.911,-190.214,-57.0641,6327.52,161.767,0.07,-2479.67,-3078.4275,3249.0924999999997,0.8125
Region_North_America,2020,-385.688,201.622,-190.214,-57.0641,5656.79,161.767,1.31,-1925.4199999999998,-2501.3225,3155.4624999999996,0.8125
Region_North_America,mean,-385.688,201.622,-190.214,-57.0641,6271.89,159.703,0.08,-2064.8125,-2640.715,3631.175,0.8125
