Alpha 3 Code,Year,IS dC_loss (TgCO2),IS dC_loss unc (TgCO2),LNLG dC_loss (TgCO2),LNLG dC_loss unc (TgCO2),LNLGIS dC_loss (TgCO2),LNLGIS dC_loss unc (TgCO2),LNLGOGIS dC_loss (TgCO2),LNLGOGIS dC_loss unc (TgCO2),IS NBE (TgCO2),IS NBE unc (TgCO2),LNLG NBE (TgCO2),LNLG NBE unc (TgCO2),LNLGIS NBE (TgCO2),LNLGIS NBE unc (TgCO2),LNLGOGIS NBE (TgCO2),LNLGOGIS NBE unc (TgCO2),IS NCE (TgCO2),IS NCE unc (TgCO2),LNLG NCE (TgCO2),LNLG NCE unc (TgCO2),LNLGIS NCE (TgCO2),LNLGIS NCE unc (TgCO2),LNLGOGIS NCE (TgCO2),LNLGOGIS NCE unc (TgCO2),Rivers (TgCO2),River unc (TgCO2),Wood+Crop (TgCO2),Wood+Crop unc (TgCO2),FF (TgCO2),FF unc (TgCO2),Z-statistic,FUR IS,FUR LNLG,FUR LNLGIS,FUR LNLGOGIS
RWA,2018,-1.80397,10.2066,2.34706,13.0471,4.91383,6.66148,-3.08786,13.6717,-1.46154,10.2066,2.68949,13.0471,5.25627,6.66148,-2.74543,13.6717,-0.526939,10.206,3.62409,13.0466,6.19086,6.6606,-1.81083,13.6712,-0.232378,0.444323,0.574808,0.172442,0.934598,0.108508,0.52,0.04,0.42,0.37,0.32
RWA,2019,2.22638,5.28215,0.701193,13.1408,1.56847,10.9336,1.45597,10.1815,2.57074,5.28215,1.04555,13.1408,1.91282,10.9336,1.80033,10.1815,3.53057,5.28132,2.00538,13.1404,2.87265,10.9332,2.76016,10.1811,-0.23045,0.440468,0.574808,0.172442,0.959828,0.0940647,-0.22,0.04,0.42,0.37,0.32
RWA,2020,0.343336,5.69914,0.951551,9.0638,-2.43144,6.72994,1.91758,9.55209,0.706115,5.69914,1.31433,9.0638,-2.06866,6.72994,2.28035,9.55209,1.59575,5.69836,2.20396,9.06332,-1.17903,6.72928,3.16999,9.55163,-0.21203,0.403628,0.574808,0.172442,0.889633,0.0940647,0.09,0.04,0.42,0.37,0.32
RWA,mean,2.23768,1.88132,2.6998,6.23393,2.83758,5.07602,1.4743,9.55152,2.60045,1.82941,3.06258,6.21846,3.20036,5.05701,1.83708,9.54143,3.50071,1.82662,3.96283,6.21764,4.10061,5.056,2.73733,9.54089,-0.21203,0.403628,0.574808,0.172442,0.900253,0.100916,0.15,0.04,0.42,0.37,0.32
SAU,2015,-20.2097,36.7908,-10.5311,37.9921,-13.7304,38.0993,-19.0152,42.118,11.2605,36.7908,20.9391,37.9921,17.7397,38.0993,12.455,42.118,713.69,21.2651,723.369,23.2817,720.17,23.4562,714.885,29.5392,-0.887408,0.739062,32.3576,9.70727,702.43,30.0227,0.68,-0.0,0.08,0.05,0.09
SAU,2016,-27.0773,29.8853,-19.3903,32.5131,-21.0318,30.1331,-26.4395,29.4829,4.33937,29.8853,12.0263,32.5131,10.3849,30.1331,4.97718,29.4829,631.148,14.359,638.835,19.2394,637.193,14.8681,631.786,13.5016,-0.940897,0.846041,32.3576,9.70727,626.808,26.2097,0.54,-0.0,0.08,0.05,0.09
SAU,2017,-19.2434,28.8101,-6.74009,38.6933,-8.977,33.0048,-21.5124,32.3369,11.9195,28.8101,24.4229,38.6933,22.186,33.0048,9.65054,32.3369,657.363,10.2375,669.867,27.7841,667.63,19.0814,655.094,17.9013,-1.1946,1.35346,32.3576,9.70727,645.444,26.9298,1.79,-0.0,0.08,0.05,0.09
SAU,2018,-25.4274,28.1926,-11.8017,32.4448,-13.7572,29.65,-19.7483,29.9493,5.76918,28.1926,19.3949,32.4448,17.4394,29.65,11.4483,29.9493,647.934,8.34304,661.56,18.0955,659.605,12.4058,653.614,13.1051,-1.16099,1.28623,32.3576,9.70727,642.165,26.9298,0.91,-0.0,0.08,0.05,0.09
SAU,2019,-18.4879,30.6596,-15.2478,32.3147,-18.6578,32.2733,-14.8125,33.3266,12.3011,30.6596,15.5412,32.3147,12.1312,32.2733,15.9765,33.3266,662.075,6.21667,665.315,11.9531,661.905,11.8407,665.751,14.4672,-1.56855,2.10134,32.3576,9.70727,649.774,30.0227,0.96,-0.0,0.08,0.05,0.09
SAU,2020,-25.2633,30.7427,-17.7541,34.8255,-17.942,31.6013,-26.5709,31.4151,5.94374,30.7427,13.453,34.8255,13.2651,31.6013,4.63619,31.4151,608.862,6.61457,616.371,17.648,616.183,9.86293,607.554,9.24896,-1.15049,1.26523,32.3576,9.70727,602.918,30.0227,0.47,-0.0,0.08,0.05,0.09
SAU,mean,-23.1694,30.9078,-11.332,36.3744,-17.6267,31.9223,-21.6123,31.72,8.03768,29.3165,19.8751,35.0324,13.5804,30.3843,9.59475,30.1716,652.961,7.44199,664.798,20.5716,658.504,10.9146,654.518,10.3078,-1.15049,1.26523,32.3576,9.70727,644.923,28.3562,1.19,-0.0,0.08,0.05,0.09
SDN,2015,35.0098,99.2308,284.236,224.612,158.119,154.654,151.749,204.143,31.3257,99.2308,280.552,224.612,154.435,154.654,148.065,204.143,53.5609,99.2098,302.787,224.602,176.67,154.641,170.3,204.133,-5.6428,11.2856,1.95875,0.587624,22.2351,2.04091,1.77,0.09,0.38,0.3,0.34
SDN,2016,66.7985,73.0998,254.206,260.886,197.876,241.605,99.0792,306.194,63.7193,73.0998,251.127,260.886,194.796,241.605,96.0,306.194,86.6059,73.0737,274.014,260.878,217.683,241.597,118.887,306.188,-5.03802,10.076,1.95875,0.587624,22.8867,1.95277,0.74,0.09,0.38,0.3,0.34
SDN,2017,8.29672,54.7275,173.551,243.776,131.214,229.944,83.9493,214.521,4.70029,54.7275,169.954,243.776,127.618,229.944,80.3529,214.521,28.593,54.6829,193.847,243.766,151.511,229.934,104.246,214.51,-5.55517,11.1103,1.95875,0.587624,23.8927,2.2083,0.74,0.09,0.38,0.3,0.34
SDN,2018,-24.7727,63.0553,356.001,277.008,122.253,282.276,93.4107,312.106,-29.5126,63.0553,351.261,277.008,117.514,282.276,88.6708,312.106,-4.88297,63.0166,375.891,276.999,142.143,282.268,113.3,312.098,-6.6986,13.3972,1.95875,0.587624,24.6296,2.2083,1.37,0.09,0.38,0.3,0.34
SDN,2019,12.4318,96.6766,291.74,229.449,108.934,205.755,86.6821,255.505,7.70587,96.6766,287.014,229.449,104.208,205.755,81.9562,255.505,32.9835,96.655,312.292,229.44,129.486,205.745,107.234,255.496,-6.68472,13.3694,1.95875,0.587624,25.2776,2.04091,1.21,0.09,0.38,0.3,0.34
SDN,2020,54.6604,39.3536,212.478,351.972,133.443,353.442,58.3895,294.039,50.6953,39.3536,208.513,351.972,129.478,353.442,54.4243,294.039,73.7465,39.3006,231.565,351.966,152.529,353.436,77.4756,294.031,-5.92386,11.8477,1.95875,0.587624,23.0512,2.04091,0.54,0.09,0.38,0.3,0.34
SDN,mean,7.52777,68.5786,315.901,265.514,141.973,265.545,81.3911,242.704,3.56265,67.5449,311.936,265.249,138.008,265.28,77.426,242.414,27.2248,67.5128,335.598,265.24,161.67,265.272,101.088,242.405,-5.92386,11.8477,1.95875,0.587624,23.6622,2.08201,1.34,0.09,0.38,0.3,0.34
SEN,2015,0.990252,20.0652,67.9052,35.8554,19.5885,56.026,59.8454,82.8063,1.15832,20.0652,68.0733,35.8554,19.7565,56.026,60.0134,82.8063,6.85483,20.0403,73.7698,35.8415,25.453,56.0171,65.71,82.8003,-3.9051,2.83758,4.07317,1.22195,5.69651,0.998789,0.84,0.09,0.16,0.22,0.25
SEN,2016,9.66962,25.9702,54.5011,44.25,51.6825,25.483,91.507,66.3932,9.91232,25.9702,54.7438,44.25,51.9252,25.483,91.7498,66.3932,15.7701,25.9502,60.6015,44.2382,57.7829,25.4626,97.6075,66.3853,-3.83047,2.68832,4.07317,1.22195,5.85773,1.01916,0.69,0.09,0.16,0.22,0.25
SEN,2017,2.1292,22.0683,48.0653,21.9767,30.1158,40.1187,57.2126,38.2659,2.19361,22.0683,48.1297,21.9767,30.1802,40.1187,57.277,38.2659,8.32114,22.0469,54.2572,21.9552,36.3077,40.1069,63.4045,38.2536,-4.00876,3.0449,4.07317,1.22195,6.12753,0.971014,1.76,0.09,0.16,0.22,0.25
SEN,2018,-5.73455,21.336,57.547,37.0435,32.5659,59.0161,86.7585,95.3624,-5.1394,21.336,58.1421,37.0435,33.1611,59.0161,87.3536,95.3624,1.17762,21.3139,64.4592,37.0308,39.4781,59.0081,93.6706,95.3575,-3.47802,1.98343,4.07317,1.22195,6.31702,0.971014,1.31,0.09,0.16,0.22,0.25
SEN,2019,-14.5932,32.9656,55.5303,44.1203,33.9416,31.3829,64.6771,80.1421,-14.1764,32.9656,55.9472,44.1203,34.3584,31.3829,65.0939,80.1421,-7.69439,32.9505,62.4291,44.109,40.8404,31.367,71.5759,80.1359,-3.65632,2.34002,4.07317,1.22195,6.48196,0.998789,0.99,0.09,0.16,0.22,0.25
SEN,2020,2.38403,12.3153,38.9966,31.5307,33.2659,53.4666,71.1497,88.1115,2.68147,12.3153,39.294,31.5307,33.5634,53.4666,71.4472,88.1115,8.49918,12.2747,45.1117,31.5149,39.3811,53.4573,77.2649,88.1058,-3.77573,2.57885,4.07317,1.22195,5.81771,0.998789,1.12,0.09,0.16,0.22,0.25
SEN,mean,-6.36808,18.2629,49.1288,26.0326,28.9162,26.5268,65.4385,79.0535,-6.07064,18.0386,49.4263,25.8758,29.2137,26.3729,65.736,79.002,-0.0208982,18.0112,55.476,25.8567,35.2634,26.3542,71.7857,78.9958,-3.77573,2.57885,4.07317,1.22195,6.04974,0.992925,1.32,0.09,0.16,0.22,0.25
SLB,2015,0.842783,4.90262,0.770467,3.60427,3.85109,7.85919,-1.8313,7.17265,-1.55539,4.90262,-1.62771,3.60427,1.45291,7.85919,-4.22947,7.17265,-1.30307,4.90253,-1.37539,3.60415,1.70523,7.85914,-3.97715,7.17259,-2.39,1.01478,-0.00817404,-0.00245221,0.252316,0.0296267,-0.01,0.37,0.08,0.38,0.43
SLB,2016,4.76042,4.98248,-1.91821,4.31575,4.51731,9.52068,-3.65975,10.8042,2.25459,4.98248,-4.42405,4.31575,2.01148,9.52068,-6.16559,10.8042,2.52137,4.9824,-4.15726,4.31565,2.27826,9.52064,-5.8988,10.8041,-2.49766,1.2301,-0.00817404,-0.00245221,0.266785,0.0292563,-0.86,0.37,0.08,0.38,0.43
SLB,2017,0.417352,7.23617,-0.506363,2.48829,0.390864,8.02764,-2.86141,4.1928,-2.15461,7.23617,-3.07833,2.48829,-2.1811,8.02764,-5.43338,4.1928,-1.88089,7.23611,-2.8046,2.48813,-1.90738,8.02759,-5.15965,4.1927,-2.56379,1.36236,-0.00817404,-0.00245221,0.273723,0.028886,-0.16,0.37,0.08,0.38,0.43
SLB,2018,1.43264,2.60763,-1.88125,3.92211,-2.33741,4.32845,-4.38558,2.29994,-0.890151,2.60763,-4.20403,3.92211,-4.6602,4.32845,-6.70837,2.29994,-0.564112,2.60747,-3.87799,3.922,-4.33416,4.32835,-6.38233,2.29976,-2.31461,0.864007,-0.00817404,-0.00245221,0.326039,0.028886,-0.81,0.37,0.08,0.38,0.43
SLB,2019,2.39341,3.61981,1.01582,4.73745,2.19122,5.78055,-4.52222,1.95254,-0.184682,3.61981,-1.56227,4.73745,-0.386874,5.78055,-7.10032,1.95254,0.168459,3.61969,-1.20913,4.73736,-0.0337333,5.78047,-6.74718,1.95232,-2.56992,1.37462,-0.00817404,-0.00245221,0.35314,0.0296267,-0.27,0.37,0.08,0.38,0.43
SLB,2020,-1.55273,3.86838,-0.200472,4.08409,2.11086,6.08605,-5.39282,4.67017,-4.0281,3.86838,-2.67584,4.08409,-0.36451,6.08605,-7.8682,4.67017,-3.73428,3.86827,-2.38202,4.08398,-0.0706906,6.08598,-7.57438,4.67008,-2.4672,1.16917,-0.00817404,-0.00245221,0.293819,0.0296267,0.66,0.37,0.08,0.38,0.43
SLB,mean,1.99918,5.3492,-0.307555,4.16659,3.12658,5.07675,-2.24294,4.20298,-0.476187,5.21986,-2.78293,3.99918,0.65121,4.94029,-4.71831,4.03709,-0.181883,5.21978,-2.48862,3.99908,0.945514,4.9402,-4.424,4.03698,-2.4672,1.16917,-0.00817404,-0.00245221,0.294304,0.0293181,-0.38,0.37,0.08,0.38,0.43
SLE,2015,16.7717,36.9276,69.8964,39.2209,53.0396,35.4514,61.3021,47.8539,11.6278,36.9276,64.7525,39.2209,47.8957,35.4514,56.1582,47.8539,12.1413,36.9274,65.266,39.2208,48.4092,35.4513,56.6718,47.8537,-5.9842,5.62963,0.84025,0.252075,0.513563,0.104434,1.49,0.03,0.2,0.1,0.26
SLE,2016,34.2316,29.014,49.9941,31.8827,51.7637,30.0854,64.4435,55.3089,27.8971,29.014,43.6596,31.8827,45.4291,30.0854,58.109,55.3089,28.4242,29.0138,44.1867,31.8825,45.9562,30.0852,58.6361,55.3088,-7.17483,3.24837,0.84025,0.252075,0.527149,0.106656,0.57,0.03,0.2,0.1,0.26
SLE,2017,22.6175,27.025,31.9892,24.8721,30.9561,28.2625,52.0216,45.4796,16.5953,27.025,25.9671,24.8721,24.9339,28.2625,45.9994,45.4796,17.148,27.0248,26.5197,24.8719,25.4866,28.2623,46.5521,45.4795,-6.86243,3.87317,0.84025,0.252075,0.552677,0.107767,0.42,0.03,0.2,0.1,0.26
SLE,2018,5.3599,22.8078,52.6656,26.9413,38.0778,29.5434,44.9369,54.6812,-0.00457254,22.8078,47.3011,26.9413,32.7133,29.5434,39.5724,54.6812,0.563268,22.8076,47.8689,26.9411,33.2812,29.5432,40.1402,54.6811,-6.20473,5.18857,0.84025,0.252075,0.567841,0.107767,2.04,0.03,0.2,0.1,0.26
SLE,2019,11.704,25.2335,31.2109,25.2179,18.5911,29.7653,36.5512,37.9825,6.30796,25.2335,25.8149,25.2179,13.1951,29.7653,31.1552,37.9825,6.88846,25.2333,26.3954,25.2176,13.7756,29.7652,31.7357,37.9823,-6.23627,5.12547,0.84025,0.252075,0.580498,0.104434,0.51,0.03,0.2,0.1,0.26
SLE,2020,15.4155,16.3974,39.7186,35.0186,44.8006,37.8462,52.2508,42.5342,9.76323,16.3974,34.0664,35.0186,39.1484,37.8462,46.5985,42.5342,10.2442,16.3971,34.5473,35.0185,39.6293,37.8461,47.0795,42.534,-6.49249,4.61304,0.84025,0.252075,0.480943,0.104434,0.62,0.03,0.2,0.1,0.26
SLE,mean,13.8823,25.9831,45.9085,31.8784,36.086,31.9674,55.4141,42.6017,8.23009,25.569,40.2562,31.5419,30.4338,31.6318,49.7618,42.3504,8.7672,25.5688,40.7934,31.5417,30.9709,31.6316,50.299,42.3503,-6.49249,4.61304,0.84025,0.252075,0.537112,0.105915,1.3,0.03,0.2,0.1,0.26
SLV,2015,1.50249,3.662,0.466655,3.25611,0.880439,5.75644,-3.78089,5.82855,0.913406,3.662,-0.12243,3.25611,0.291354,5.75644,-4.36998,5.82855,8.76083,3.59874,7.72499,3.18481,8.13878,5.71641,3.47745,5.78901,-1.24015,1.89685,0.651061,0.195318,7.84742,0.67771,-0.27,0.04,0.14,0.12,0.05
SLV,2016,1.64766,4.08881,0.227035,5.07292,-1.52996,6.17112,-4.39495,6.2293,1.07161,4.08881,-0.349009,5.07292,-2.106,6.17112,-4.971,6.2293,8.86994,4.03356,7.44932,5.02849,5.69233,6.13465,2.82733,6.19318,-1.22711,1.92293,0.651061,0.195318,7.79833,0.669933,-0.36,0.04,0.14,0.12,0.05
SLV,2017,1.38341,2.69922,0.462125,3.24417,-0.133131,2.14787,-1.5166,6.89552,0.76584,2.69922,-0.155446,3.24417,-0.750702,2.14787,-2.13417,6.89552,8.5406,2.63009,7.61931,3.18688,7.02405,2.06032,5.64058,6.86875,-1.26863,1.83988,0.651061,0.195318,7.77476,0.606976,-0.18,0.04,0.14,0.12,0.05
SLV,2018,-0.60018,3.08324,1.25528,4.49926,1.72258,4.88745,-1.37344,4.48773,-1.21569,3.08324,0.639772,4.49926,1.10707,4.88745,-1.98895,4.48773,6.72778,3.0229,8.58325,4.45813,9.05055,4.84962,5.95453,4.44649,-1.26657,1.844,0.651061,0.195318,7.94347,0.606976,0.37,0.04,0.14,0.12,0.05
SLV,2019,2.06465,2.10573,2.14847,4.57816,1.36098,2.50435,0.242546,7.02331,1.46167,2.10573,1.54548,4.57816,0.757996,2.50435,-0.360438,7.02331,9.61416,1.99369,9.69797,4.52772,8.91048,2.4109,7.79205,6.99053,-1.25405,1.86905,0.651061,0.195318,8.15249,0.67771,0.02,0.04,0.14,0.12,0.05
SLV,2020,0.800724,5.02177,4.88842,6.14368,3.66897,5.29192,0.308989,10.0174,0.200486,5.02177,4.28818,6.14368,3.06873,5.29192,-0.29125,10.0174,7.75334,4.97583,11.841,6.10618,10.6216,5.24834,7.26161,9.99447,-1.2513,1.87454,0.651061,0.195318,7.55286,0.67771,0.84,0.04,0.14,0.12,0.05
SLV,mean,1.3231,3.54469,1.67245,3.89277,0.688384,4.52577,-1.55287,4.05185,0.72286,3.00213,1.07221,3.40612,0.0881454,4.11467,-2.15311,3.58684,8.56775,2.93028,8.9171,3.34297,7.93303,4.06255,5.69178,3.52693,-1.2513,1.87454,0.651061,0.195318,7.84489,0.652836,0.12,0.04,0.14,0.12,0.05
SOM,2015,17.4499,29.2919,90.7974,48.6918,89.9747,68.2997,66.7309,77.8521,14.1186,29.2919,87.4661,48.6918,86.6434,68.2997,63.3996,77.8521,15.5989,29.2918,88.9464,48.6918,88.1238,68.2996,64.8799,77.852,-3.3313,2.25752,0.0,0.0,1.48032,0.0636973,1.06,0.02,0.41,0.31,0.42
SOM,2016,30.2985,42.5041,102.46,70.6021,74.6483,74.6521,64.0237,83.104,26.0316,42.5041,98.1933,70.6021,70.3814,74.6521,59.7568,83.104,27.5555,42.5041,99.7172,70.602,71.9052,74.652,61.2807,83.104,-4.26693,4.12877,0.0,0.0,1.52389,0.064438,1.36,0.02,0.41,0.31,0.42
SOM,2017,22.656,16.1829,82.003,39.8445,72.2108,35.5296,67.4062,51.4848,15.8636,16.1829,75.2106,39.8445,65.4184,35.5296,60.6138,51.4848,17.457,16.1827,76.804,39.8445,67.0118,35.5295,62.2072,51.4848,-6.79239,9.17969,0.0,0.0,1.59343,0.064438,1.43,0.02,0.41,0.31,0.42
SOM,2018,10.9999,11.4657,13.8514,67.0743,9.09234,71.1361,-0.38403,62.9941,6.36716,11.4657,9.21868,67.0743,4.45963,71.1361,-5.01674,62.9941,8.00425,11.4655,10.8558,67.0742,6.09672,71.1361,-3.37965,62.9941,-4.63271,4.86033,0.0,0.0,1.63709,0.064438,0.04,0.02,0.41,0.31,0.42
SOM,2019,32.1985,15.2169,37.6299,28.6025,36.1277,34.307,39.8198,34.0814,27.9035,15.2169,33.3349,28.6025,31.8327,34.307,35.5247,34.0814,29.5772,15.2168,35.0086,28.6024,33.5064,34.3069,37.1984,34.0814,-4.29506,4.18503,0.0,0.0,1.67372,0.0636973,0.24,0.02,0.41,0.31,0.42
SOM,2020,14.9026,21.3872,13.667,47.9633,16.3728,54.33,15.0951,37.1253,10.2389,21.3872,9.00334,47.9633,11.7091,54.33,10.4314,37.1253,11.6395,21.3871,10.4039,47.9633,13.1097,54.33,11.832,37.1253,-4.66368,4.92227,0.0,0.0,1.40059,0.0636973,-0.01,0.02,0.41,0.31,0.42
SOM,mean,20.7315,10.7276,56.2541,48.1726,56.8654,51.6698,55.5676,50.1825,16.0679,9.53172,51.5905,47.9205,52.2017,51.4348,50.9039,49.9405,17.6194,9.53151,53.142,47.9204,53.7532,51.4348,52.4554,49.9405,-4.66368,4.92227,0.0,0.0,1.5515,0.0640677,0.69,0.02,0.41,0.31,0.42
SRB,2015,-8.73028,33.3339,-33.3931,12.0154,-44.7506,37.6541,-37.6358,27.7509,-15.3308,33.3339,-39.9936,12.0154,-51.3511,37.6541,-44.2363,27.7509,32.9733,33.1764,8.31053,11.5713,-3.04698,37.5147,4.06781,27.5615,-2.22495,0.0800513,-4.37552,-1.31266,48.3041,3.23646,-0.74,0.16,0.43,0.44,0.42
SRB,2016,-17.0927,46.6467,-36.8259,36.5749,-31.504,55.4829,-42.7722,23.0052,-23.6596,46.6467,-43.3928,36.5749,-38.0709,55.4829,-49.3391,23.0052,26.8136,46.5276,7.08043,36.4229,12.4023,55.3828,1.13413,22.7626,-2.19139,0.147173,-4.37552,-1.31266,50.4732,3.3317,-1.1,0.16,0.43,0.44,0.42
SRB,2017,4.2766,39.8931,-35.0919,16.5522,-25.4313,21.7666,-24.8818,14.5276,-2.1284,39.8931,-41.4969,16.5522,-31.8363,21.7666,-31.2868,14.5276,49.1716,39.7507,9.80305,16.206,19.4636,21.5044,20.0131,14.1318,-2.02948,0.470988,-4.37552,-1.31266,51.3,3.36779,-0.99,0.16,0.43,0.44,0.42
SRB,2018,-31.0967,54.6018,-8.38655,31.3397,-18.7226,27.1419,-16.4301,33.1373,-37.639,54.6018,-14.9288,31.3397,-25.2649,27.1419,-22.9724,33.1373,15.9655,54.4978,38.6757,31.1583,28.3396,26.9322,30.6321,32.9658,-2.16677,0.196404,-4.37552,-1.31266,53.6045,3.36779,0.59,0.16,0.43,0.44,0.42
SRB,2019,-26.4755,14.032,-2.71163,35.3967,-32.9886,27.2955,-46.5892,26.6933,-32.8998,14.032,-9.13594,35.3967,-39.4129,27.2955,-53.0135,26.6933,24.5554,13.6537,48.3192,35.2484,18.0422,27.103,4.44165,26.4963,-2.04878,0.432382,-4.37552,-1.31266,57.4551,3.23646,0.78,0.16,0.43,0.44,0.42
SRB,2020,0.276523,29.6952,-54.9407,26.1626,-44.6156,13.9387,-39.0836,18.7753,-6.23127,29.6952,-61.4485,26.1626,-51.1234,13.9387,-45.5914,18.7753,46.8956,29.5183,-8.32166,25.9617,2.00341,13.5578,7.53541,18.4942,-2.13227,0.2654,-4.37552,-1.31266,53.1268,3.23646,-1.68,0.16,0.43,0.44,0.42
SRB,mean,-6.5493,28.4098,-28.9416,21.5744,-29.1066,29.35,-34.6026,15.6639,-13.0571,28.3782,-35.4494,21.5328,-35.6144,29.3194,-41.1103,15.6065,39.3202,28.1862,16.9279,21.279,16.7629,29.1336,11.2669,15.2545,-2.13227,0.2654,-4.37552,-1.31266,52.3773,3.29611,-1.2,0.16,0.43,0.44,0.42
SSD,2015,112.002,332.168,356.175,227.867,263.172,195.024,236.361,186.867,107.509,332.168,351.683,227.867,258.68,195.024,231.869,186.867,108.715,332.168,352.888,227.867,259.885,195.024,233.074,186.867,-4.49231,1.1582,0.0,0.0,1.20553,0.0,1.07,0.12,0.61,0.51,0.53
SSD,2016,185.873,279.183,416.246,199.953,383.944,239.892,266.462,203.513,181.468,279.183,411.842,199.953,379.54,239.892,262.058,203.513,182.714,279.183,413.087,199.953,380.786,239.892,263.303,203.513,-4.40419,0.981949,0.0,0.0,1.24578,0.0,0.99,0.12,0.61,0.51,0.53
SSD,2017,65.4932,214.956,323.352,266.151,301.746,257.728,142.717,195.558,60.9367,214.956,318.795,266.151,297.19,257.728,138.16,195.558,62.2341,214.956,320.093,266.151,298.487,257.728,139.458,195.558,-4.55645,1.28648,0.0,0.0,1.29741,0.0,0.91,0.12,0.61,0.51,0.53
SSD,2018,-32.9448,278.682,352.833,147.376,308.86,152.603,175.219,300.461,-37.9526,278.682,347.825,147.376,303.852,152.603,170.211,300.461,-36.62,278.682,349.158,147.376,305.185,152.603,171.543,300.461,-5.00775,2.18907,0.0,0.0,1.33258,0.0,1.25,0.12,0.61,0.51,0.53
SSD,2019,32.1617,229.796,246.959,282.689,195.306,225.376,81.4487,239.036,27.1874,229.796,241.985,282.689,190.332,225.376,76.4744,239.036,28.5498,229.796,243.348,282.689,191.695,225.376,77.8368,239.036,-4.97427,2.12212,0.0,0.0,1.36241,0.0,1.71,0.12,0.61,0.51,0.53
SSD,2020,106.185,154.053,167.197,245.11,147.787,178.658,20.2947,214.621,101.498,154.053,162.51,245.11,143.1,178.658,15.6077,214.621,102.66,154.053,163.672,245.11,144.262,178.658,16.7693,214.621,-4.68699,1.54756,0.0,0.0,1.16165,0.0,0.3,0.12,0.61,0.51,0.53
SSD,mean,109.125,264.637,333.197,193.626,266.357,171.217,136.861,249.508,104.438,264.633,328.51,193.619,261.67,171.21,132.174,249.504,105.705,264.633,329.778,193.619,262.937,171.21,133.441,249.504,-4.68699,1.54756,0.0,0.0,1.26756,0.0,1.27,0.12,0.61,0.51,0.53
STP,2015,0.25841,31.0657,0.257044,43.7005,0.219932,43.4822,0.193685,44.3656,0.304787,30.6596,0.30342,43.3923,0.266308,43.0938,0.240061,44.1629,0.426299,0.488869,0.424933,0.700488,0.38782,0.664196,0.361574,0.577464,-6.03231e-06,1.20646e-05,0.0463825,0.0139147,0.121512,1.19507,-0.0,0.02,0.1,0.18,0.18
STP,2016,0.947345,31.0657,0.909739,43.7005,0.976441,43.4822,0.246959,44.3656,0.99372,30.6596,0.956114,43.3923,1.02282,43.0938,0.293334,44.1629,1.1188,0.681114,1.08119,0.662805,1.1479,0.644186,0.418413,0.654272,-7.60832e-06,1.52166e-05,0.0463825,0.0139147,0.12508,1.19507,-0.16,0.02,0.1,0.18,0.18
STP,2017,0.645872,31.0657,0.95167,43.7005,0.604436,43.4822,0.529,44.3656,0.692247,30.6596,0.998045,43.3923,0.650811,43.0938,0.575374,44.1629,0.822927,0.48029,1.12872,0.784624,0.781491,0.81316,0.706054,0.630379,-7.68078e-06,1.53616e-05,0.0463825,0.0139147,0.13068,1.19507,0.92,0.02,0.1,0.18,0.18
STP,2018,0.250017,31.0657,0.27486,43.7005,0.211538,43.4822,0.161426,44.3656,0.296396,30.6596,0.321239,43.3923,0.257917,43.0938,0.207805,44.1629,0.430644,0.316727,0.455487,0.577853,0.392165,0.77543,0.342053,0.47849,-2.86218e-06,5.72435e-06,0.0463825,0.0139147,0.134247,1.19507,0.17,0.02,0.1,0.18,0.18
STP,2019,0.530515,31.0657,0.882151,43.7005,0.568997,43.4822,0.179819,44.3656,0.576891,30.6596,0.928528,43.3923,0.615374,43.0938,0.226196,44.1629,0.714163,0.594905,1.0658,0.699319,0.752646,0.755019,0.363467,0.15273,-5.67001e-06,1.134e-05,0.0463825,0.0139147,0.137271,1.19507,1.49,0.02,0.1,0.18,0.18
STP,2020,0.249748,31.0657,0.460781,43.7005,0.636378,43.4822,0.0950981,44.3656,0.296124,30.6596,0.507157,43.3923,0.682755,43.0938,0.141475,44.1629,0.412908,0.735548,0.623941,0.475596,0.799538,0.509475,0.258258,0.29485,-5.97072e-06,1.19414e-05,0.0463825,0.0139147,0.116784,1.19507,1.63,0.02,0.1,0.18,0.18
STP,mean,0.496522,31.0657,0.939428,43.7005,0.773832,43.4822,0.194536,44.3656,0.542898,30.6596,0.985804,43.3923,0.820208,43.0938,0.240912,44.1629,0.670494,0.529705,1.1134,0.572476,0.947804,0.556529,0.368508,0.447912,-5.97072e-06,1.19414e-05,0.0463825,0.0139147,0.127596,1.19507,16.3,0.02,0.1,0.18,0.18
SUR,2015,26.1186,137.553,530.966,456.352,341.811,393.426,220.816,369.778,17.3489,137.553,522.196,456.352,333.041,393.426,212.047,369.778,19.681,137.553,524.528,456.352,335.373,393.426,214.379,369.778,-8.76811,3.54957,-0.00158732,-0.000476195,2.3321,0.276269,1.19,0.02,0.3,0.25,0.21
SUR,2016,59.985,88.6569,364.765,227.527,363.6,230.884,147.512,157.018,52.0434,88.6569,356.823,227.527,355.659,230.884,139.57,157.018,54.3624,88.6566,359.142,227.527,357.978,230.884,141.889,157.018,-7.94004,1.89343,-0.00158732,-0.000476195,2.31906,0.234791,1.54,0.02,0.3,0.25,0.21
